# osu-lat-charm.py 1 4194304 1000 500 0 /home/zanef2/charm-mpi-compare +ppn 1 +pemap L0,64
Iteration Group,Message Size,Total Trials,Warmup Trials,Elapsed seconds
460,4,1000,50,1.7764e-06
470,4,1000,50,1.7864000000000002e-06
480,4,1000,50,1.7724000000000002e-06
490,4,1000,50,1.7974000000000001e-06
500,4,1000,50,1.7973e-06
510,4,1000,50,1.7943e-06
520,4,1000,50,1.7984e-06
530,4,1000,50,1.8024e-06
540,4,1000,50,1.9547e-06
550,4,1000,50,1.7882999999999999e-06
560,4,1000,50,1.8022999999999999e-06
570,4,1000,50,1.7663e-06
580,4,1000,50,1.7944000000000001e-06
590,4,1000,50,1.7954e-06
600,4,1000,50,1.8054000000000001e-06
610,4,1000,50,1.8335e-06
620,4,1000,50,1.8104e-06
630,4,1000,50,1.7924000000000002e-06
640,4,1000,50,1.8214e-06
650,4,1000,50,1.7753e-06
660,4,1000,50,1.8074e-06
670,4,1000,50,1.7673e-06
680,4,1000,50,1.8144000000000002e-06
690,4,1000,50,1.8124e-06
700,4,1000,50,1.7873e-06
710,4,1000,50,1.7884e-06
720,4,1000,50,1.7893e-06
730,4,1000,50,1.7682999999999999e-06
740,4,1000,50,1.7984e-06
750,4,1000,50,1.8194e-06
760,4,1000,50,1.8835999999999998e-06
770,4,1000,50,1.8085e-06
780,4,1000,50,1.8165e-06
790,4,1000,50,2.2763e-06
800,4,1000,50,1.7843e-06
810,4,1000,50,1.7712999999999999e-06
820,4,1000,50,1.7673e-06
830,4,1000,50,1.7894000000000002e-06
840,4,1000,50,1.7913e-06
850,4,1000,50,1.7933e-06
860,4,1000,50,1.7844e-06
870,4,1000,50,1.8124e-06
880,4,1000,50,1.8314000000000002e-06
890,4,1000,50,1.7974000000000001e-06
900,4,1000,50,2.2923e-06
910,4,1000,50,1.8144000000000002e-06
920,4,1000,50,1.7924000000000002e-06
930,4,1000,50,1.8424000000000001e-06
940,4,1000,50,1.7924000000000002e-06
950,4,1000,50,1.7923e-06
960,4,1000,50,1.7984e-06
970,4,1000,50,1.7994e-06
980,4,1000,50,1.7874e-06
990,4,1000,50,1.8034000000000002e-06
1000,4,1000,50,1.7814e-06
1010,4,1000,50,2.2532e-06
1020,4,1000,50,1.7583e-06
1030,4,1000,50,1.7794e-06
1040,4,1000,50,1.7822999999999999e-06
0,8,1000,50,1.8194e-06
10,8,1000,50,1.8826e-06
20,8,1000,50,1.8274e-06
30,8,1000,50,1.7834000000000002e-06
40,8,1000,50,1.7773e-06
50,8,1000,50,1.7744000000000001e-06
60,8,1000,50,1.7804000000000001e-06
70,8,1000,50,1.8374000000000002e-06
80,8,1000,50,1.8074e-06
90,8,1000,50,1.8144000000000002e-06
100,8,1000,50,1.7894000000000002e-06
110,8,1000,50,1.7974000000000001e-06
120,8,1000,50,1.8144000000000002e-06
130,8,1000,50,1.8003e-06
140,8,1000,50,1.7893e-06
150,8,1000,50,1.7953e-06
160,8,1000,50,1.7763e-06
170,8,1000,50,1.8084000000000001e-06
180,8,1000,50,1.8074e-06
190,8,1000,50,1.8225e-06
200,8,1000,50,1.7813e-06
210,8,1000,50,1.8054000000000001e-06
220,8,1000,50,1.7852999999999999e-06
230,8,1000,50,1.7904e-06
240,8,1000,50,1.7824e-06
250,8,1000,50,1.8775e-06
260,8,1000,50,1.7934e-06
270,8,1000,50,1.8124e-06
280,8,1000,50,1.8074e-06
290,8,1000,50,1.7974000000000001e-06
300,8,1000,50,1.8014e-06
310,8,1000,50,1.7964e-06
320,8,1000,50,1.8004000000000002e-06
330,8,1000,50,1.8084000000000001e-06
340,8,1000,50,1.8175e-06
350,8,1000,50,1.8054000000000001e-06
360,8,1000,50,1.8044e-06
370,8,1000,50,1.7854e-06
380,8,1000,50,1.8225e-06
390,8,1000,50,1.8334e-06
400,8,1000,50,1.8104e-06
410,8,1000,50,1.7924000000000002e-06
420,8,1000,50,1.8254000000000001e-06
430,8,1000,50,1.8174000000000002e-06
440,8,1000,50,1.8013e-06
450,8,1000,50,1.7934e-06
460,8,1000,50,1.8024e-06
470,8,1000,50,1.9397000000000002e-06
480,8,1000,50,1.7703e-06
490,8,1000,50,1.8094e-06
500,8,1000,50,2.3644e-06
510,8,1000,50,1.7974000000000001e-06
520,8,1000,50,1.7844e-06
530,8,1000,50,1.7864000000000002e-06
540,8,1000,50,1.7953e-06
550,8,1000,50,1.8074e-06
560,8,1000,50,1.8084000000000001e-06
570,8,1000,50,1.8205e-06
580,8,1000,50,1.8144000000000002e-06
590,8,1000,50,1.8094e-06
600,8,1000,50,1.8074e-06
610,8,1000,50,1.9196e-06
620,8,1000,50,1.7943e-06
630,8,1000,50,1.8224000000000001e-06
640,8,1000,50,1.8154e-06
650,8,1000,50,1.7824e-06
660,8,1000,50,1.8445e-06
670,8,1000,50,1.8154e-06
680,8,1000,50,1.7793e-06
690,8,1000,50,1.8995e-06
700,8,1000,50,1.8034000000000002e-06
710,8,1000,50,1.8134e-06
720,8,1000,50,1.7633e-06
730,8,1000,50,1.8265e-06
740,8,1000,50,1.7904e-06
750,8,1000,50,1.8254000000000001e-06
760,8,1000,50,1.8052999999999999e-06
770,8,1000,50,1.7924000000000002e-06
780,8,1000,50,1.7964e-06
790,8,1000,50,1.8024e-06
800,8,1000,50,1.7953e-06
810,8,1000,50,1.8135e-06
820,8,1000,50,1.7893e-06
830,8,1000,50,1.7904e-06
840,8,1000,50,1.7742999999999999e-06
850,8,1000,50,1.7864000000000002e-06
860,8,1000,50,1.8084000000000001e-06
870,8,1000,50,1.8164e-06
880,8,1000,50,1.8063e-06
890,8,1000,50,1.7994e-06
900,8,1000,50,1.7994e-06
910,8,1000,50,1.8104e-06
920,8,1000,50,1.8094e-06
930,8,1000,50,1.8054000000000001e-06
940,8,1000,50,1.7804000000000001e-06
950,8,1000,50,1.7834000000000002e-06
960,8,1000,50,1.7833e-06
970,8,1000,50,1.7824e-06
980,8,1000,50,1.8094e-06
990,8,1000,50,1.8014e-06
1000,8,1000,50,1.8043e-06
1010,8,1000,50,1.7994e-06
1020,8,1000,50,1.9717e-06
1030,8,1000,50,1.8505e-06
1040,8,1000,50,1.7852999999999999e-06
0,16,1000,50,1.7994e-06
10,16,1000,50,1.7884e-06
20,16,1000,50,1.7754000000000002e-06
30,16,1000,50,1.7962999999999999e-06
40,16,1000,50,1.7814e-06
50,16,1000,50,1.7783e-06
60,16,1000,50,1.8014e-06
70,16,1000,50,1.7973e-06
80,16,1000,50,1.7783e-06
90,16,1000,50,1.7903e-06
100,16,1000,50,2.3815e-06
110,16,1000,50,1.8084000000000001e-06
120,16,1000,50,1.8455e-06
130,16,1000,50,1.7822999999999999e-06
140,16,1000,50,1.7793e-06
150,16,1000,50,1.8254000000000001e-06
160,16,1000,50,1.7923e-06
170,16,1000,50,1.8224000000000001e-06
180,16,1000,50,1.7962999999999999e-06
190,16,1000,50,1.8034000000000002e-06
200,16,1000,50,1.7973e-06
210,16,1000,50,1.8505e-06
220,16,1000,50,1.8054000000000001e-06
230,16,1000,50,1.7873e-06
240,16,1000,50,1.7954e-06
250,16,1000,50,1.9116e-06
260,16,1000,50,1.7794e-06
270,16,1000,50,1.8084000000000001e-06
280,16,1000,50,1.7694000000000002e-06
290,16,1000,50,1.8084000000000001e-06
300,16,1000,50,1.8183e-06
310,16,1000,50,1.8014e-06
320,16,1000,50,1.8335e-06
330,16,1000,50,1.8094e-06
340,16,1000,50,1.7984e-06
350,16,1000,50,1.7914000000000001e-06
360,16,1000,50,1.8234000000000002e-06
370,16,1000,50,1.8084000000000001e-06
380,16,1000,50,1.7783e-06
390,16,1000,50,1.8114000000000001e-06
400,16,1000,50,1.8054000000000001e-06
410,16,1000,50,1.7973e-06
420,16,1000,50,1.7924000000000002e-06
430,16,1000,50,1.8054000000000001e-06
440,16,1000,50,1.8364000000000001e-06
450,16,1000,50,1.7983e-06
460,16,1000,50,1.8174000000000002e-06
470,16,1000,50,1.7712999999999999e-06
480,16,1000,50,1.7904e-06
490,16,1000,50,1.8344000000000002e-06
500,16,1000,50,1.7852999999999999e-06
510,16,1000,50,1.7974000000000001e-06
520,16,1000,50,1.7934e-06
530,16,1000,50,1.7803e-06
540,16,1000,50,1.8134e-06
550,16,1000,50,1.7924000000000002e-06
560,16,1000,50,1.7962999999999999e-06
570,16,1000,50,1.8224000000000001e-06
580,16,1000,50,1.7944000000000001e-06
590,16,1000,50,2.3735e-06
600,16,1000,50,1.8003e-06
610,16,1000,50,1.7813e-06
620,16,1000,50,1.8013e-06
630,16,1000,50,1.8144000000000002e-06
640,16,1000,50,1.8615e-06
650,16,1000,50,1.8104e-06
660,16,1000,50,1.8225e-06
670,16,1000,50,1.8063e-06
680,16,1000,50,1.8275e-06
690,16,1000,50,1.8114000000000001e-06
700,16,1000,50,1.8725e-06
710,16,1000,50,1.8054000000000001e-06
720,16,1000,50,1.8294e-06
730,16,1000,50,1.7882999999999999e-06
740,16,1000,50,1.8014e-06
750,16,1000,50,1.8013e-06
760,16,1000,50,1.8124e-06
770,16,1000,50,1.7754000000000002e-06
780,16,1000,50,1.7923e-06
790,16,1000,50,1.8034000000000002e-06
800,16,1000,50,1.8014e-06
810,16,1000,50,1.8304e-06
820,16,1000,50,1.8074e-06
830,16,1000,50,1.7882999999999999e-06
840,16,1000,50,1.8124e-06
850,16,1000,50,1.8204000000000002e-06
860,16,1000,50,2.1400200000000002e-05
870,16,1000,50,1.7954e-06
880,16,1000,50,1.9146e-06
890,16,1000,50,1.8185e-06
900,16,1000,50,1.8194e-06
910,16,1000,50,1.8134e-06
920,16,1000,50,1.8315e-06
930,16,1000,50,1.7994e-06
940,16,1000,50,1.7933e-06
950,16,1000,50,1.7923e-06
960,16,1000,50,1.7954e-06
970,16,1000,50,1.8024e-06
980,16,1000,50,1.8084000000000001e-06
990,16,1000,50,1.8134e-06
1000,16,1000,50,1.8004000000000002e-06
1010,16,1000,50,1.8114000000000001e-06
1020,16,1000,50,1.8154e-06
1030,16,1000,50,1.8414e-06
1040,16,1000,50,1.8044e-06
0,32,1000,50,1.8644e-06
10,32,1000,50,1.8063e-06
20,32,1000,50,1.8284000000000001e-06
30,32,1000,50,1.8204000000000002e-06
40,32,1000,50,2.0288e-06
50,32,1000,50,1.7994e-06
60,32,1000,50,1.8294e-06
70,32,1000,50,1.8013e-06
80,32,1000,50,1.8234000000000002e-06
90,32,1000,50,1.8123e-06
100,32,1000,50,1.9487e-06
110,32,1000,50,1.8294e-06
120,32,1000,50,1.9377e-06
130,32,1000,50,1.7944000000000001e-06
140,32,1000,50,1.8284000000000001e-06
150,32,1000,50,1.8375e-06
160,32,1000,50,1.7822999999999999e-06
170,32,1000,50,1.8204000000000002e-06
180,32,1000,50,1.8384e-06
190,32,1000,50,1.8044e-06
200,32,1000,50,1.8134e-06
210,32,1000,50,1.8244e-06
220,32,1000,50,1.8384e-06
230,32,1000,50,1.8294e-06
240,32,1000,50,1.8014e-06
250,32,1000,50,1.8214e-06
260,32,1000,50,1.8274e-06
270,32,1000,50,1.8585e-06
280,32,1000,50,1.7934e-06
290,32,1000,50,1.7954e-06
300,32,1000,50,1.8125e-06
310,32,1000,50,1.8465e-06
320,32,1000,50,1.8024e-06
330,32,1000,50,1.8334e-06
340,32,1000,50,1.8154e-06
350,32,1000,50,1.7943e-06
360,32,1000,50,1.8064000000000002e-06
370,32,1000,50,1.8124e-06
380,32,1000,50,1.8224000000000001e-06
390,32,1000,50,2.3163e-06
400,32,1000,50,1.8344000000000002e-06
410,32,1000,50,1.8044e-06
420,32,1000,50,1.8415e-06
430,32,1000,50,1.7994e-06
440,32,1000,50,1.8024e-06
450,32,1000,50,1.8094e-06
460,32,1000,50,1.8174000000000002e-06
470,32,1000,50,1.8505e-06
480,32,1000,50,1.7974000000000001e-06
490,32,1000,50,1.8034000000000002e-06
500,32,1000,50,1.8595e-06
510,32,1000,50,1.8074e-06
520,32,1000,50,1.8305e-06
530,32,1000,50,1.8174000000000002e-06
540,32,1000,50,1.8555e-06
550,32,1000,50,1.8344000000000002e-06
560,32,1000,50,1.8375e-06
570,32,1000,50,1.7974000000000001e-06
580,32,1000,50,1.7964e-06
590,32,1000,50,1.8395e-06
600,32,1000,50,1.8154e-06
610,32,1000,50,1.8244e-06
620,32,1000,50,1.8304e-06
630,32,1000,50,1.8335e-06
640,32,1000,50,1.8043e-06
650,32,1000,50,1.8305e-06
660,32,1000,50,2.3994000000000003e-06
670,32,1000,50,1.8174000000000002e-06
680,32,1000,50,1.8324e-06
690,32,1000,50,1.8214e-06
700,32,1000,50,1.8274e-06
710,32,1000,50,1.8275e-06
720,32,1000,50,1.8034000000000002e-06
730,32,1000,50,1.7974000000000001e-06
740,32,1000,50,1.8685e-06
750,32,1000,50,1.8084000000000001e-06
760,32,1000,50,1.8144000000000002e-06
770,32,1000,50,1.8595e-06
780,32,1000,50,1.8134e-06
790,32,1000,50,1.8324e-06
800,32,1000,50,1.8725e-06
810,32,1000,50,1.8345e-06
820,32,1000,50,1.8214e-06
830,32,1000,50,1.8345e-06
840,32,1000,50,1.8374000000000002e-06
850,32,1000,50,1.8224000000000001e-06
860,32,1000,50,1.8374000000000002e-06
870,32,1000,50,1.7793e-06
880,32,1000,50,1.8025e-06
890,32,1000,50,1.8254000000000001e-06
900,32,1000,50,1.8285e-06
910,32,1000,50,1.8225e-06
920,32,1000,50,1.8214e-06
930,32,1000,50,2.2933e-06
940,32,1000,50,1.8064000000000002e-06
950,32,1000,50,1.7984e-06
960,32,1000,50,1.8274e-06
970,32,1000,50,1.8314000000000002e-06
980,32,1000,50,1.8124e-06
990,32,1000,50,1.8324e-06
1000,32,1000,50,1.8104e-06
1010,32,1000,50,1.8164e-06
1020,32,1000,50,1.8084000000000001e-06
1030,32,1000,50,1.7773e-06
1040,32,1000,50,1.8284000000000001e-06
0,64,1000,50,1.8365e-06
10,64,1000,50,1.7954e-06
20,64,1000,50,1.8134e-06
30,64,1000,50,1.8444e-06
40,64,1000,50,1.8495e-06
50,64,1000,50,1.8345e-06
60,64,1000,50,1.7882999999999999e-06
70,64,1000,50,1.8154e-06
80,64,1000,50,1.8354e-06
90,64,1000,50,2.2473e-06
100,64,1000,50,1.8054000000000001e-06
110,64,1000,50,1.8274e-06
120,64,1000,50,1.8033e-06
130,64,1000,50,1.8264e-06
140,64,1000,50,1.7813e-06
150,64,1000,50,1.8334e-06
160,64,1000,50,1.8375e-06
170,64,1000,50,1.8324e-06
180,64,1000,50,1.8134e-06
190,64,1000,50,1.8134e-06
200,64,1000,50,1.8805e-06
210,64,1000,50,1.8275e-06
220,64,1000,50,1.8033e-06
230,64,1000,50,1.8134e-06
240,64,1000,50,1.8374000000000002e-06
250,64,1000,50,1.8856e-06
260,64,1000,50,1.8294e-06
270,64,1000,50,1.8385e-06
280,64,1000,50,1.8374000000000002e-06
290,64,1000,50,1.8083e-06
300,64,1000,50,1.8084000000000001e-06
310,64,1000,50,1.8104e-06
320,64,1000,50,1.8365e-06
330,64,1000,50,1.8124e-06
340,64,1000,50,1.8325e-06
350,64,1000,50,1.8205e-06
360,64,1000,50,2.4215e-06
370,64,1000,50,1.8294e-06
380,64,1000,50,1.7864000000000002e-06
390,64,1000,50,1.9467e-06
400,64,1000,50,1.8414e-06
410,64,1000,50,1.8044e-06
420,64,1000,50,1.8205e-06
430,64,1000,50,1.8275e-06
440,64,1000,50,1.8284000000000001e-06
450,64,1000,50,1.8074e-06
460,64,1000,50,1.7924000000000002e-06
470,64,1000,50,1.8625e-06
480,64,1000,50,1.8284000000000001e-06
490,64,1000,50,1.8074e-06
500,64,1000,50,1.8314000000000002e-06
510,64,1000,50,1.8175e-06
520,64,1000,50,1.8796e-06
530,64,1000,50,1.8304e-06
540,64,1000,50,1.8334e-06
550,64,1000,50,1.8505e-06
560,64,1000,50,1.8214e-06
570,64,1000,50,1.8474e-06
580,64,1000,50,1.8264e-06
590,64,1000,50,1.8244e-06
600,64,1000,50,1.8314000000000002e-06
610,64,1000,50,1.8264e-06
620,64,1000,50,1.8354e-06
630,64,1000,50,2.3284e-06
640,64,1000,50,1.8474e-06
650,64,1000,50,1.8084000000000001e-06
660,64,1000,50,1.8455e-06
670,64,1000,50,1.8134e-06
680,64,1000,50,1.8545e-06
690,64,1000,50,1.8425e-06
700,64,1000,50,1.8164e-06
710,64,1000,50,1.8194e-06
720,64,1000,50,1.8224000000000001e-06
730,64,1000,50,1.8275e-06
740,64,1000,50,1.8565e-06
750,64,1000,50,1.8264e-06
760,64,1000,50,1.7994e-06
770,64,1000,50,1.8375e-06
780,64,1000,50,1.8164e-06
790,64,1000,50,1.8244e-06
800,64,1000,50,1.8255e-06
810,64,1000,50,1.8274e-06
820,64,1000,50,1.8265e-06
830,64,1000,50,1.7764e-06
840,64,1000,50,2.0819e-06
850,64,1000,50,1.8084000000000001e-06
860,64,1000,50,1.8114000000000001e-06
870,64,1000,50,1.8655e-06
880,64,1000,50,1.8805999999999998e-06
890,64,1000,50,1.8164e-06
900,64,1000,50,1.9185e-06
910,64,1000,50,1.8274e-06
920,64,1000,50,1.8124e-06
930,64,1000,50,1.7962999999999999e-06
940,64,1000,50,1.8083e-06
950,64,1000,50,1.8284000000000001e-06
960,64,1000,50,1.8605e-06
970,64,1000,50,1.7682999999999999e-06
980,64,1000,50,1.8324e-06
990,64,1000,50,1.8335e-06
1000,64,1000,50,1.8354e-06
1010,64,1000,50,1.8355e-06
1020,64,1000,50,1.7693e-06
1030,64,1000,50,1.8143e-06
1040,64,1000,50,1.8314000000000002e-06
0,128,1000,50,1.8334e-06
10,128,1000,50,1.8514000000000002e-06
20,128,1000,50,1.8294e-06
30,128,1000,50,2.0377999999999998e-06
40,128,1000,50,1.8194e-06
50,128,1000,50,1.8435e-06
60,128,1000,50,1.8225e-06
70,128,1000,50,1.8014e-06
80,128,1000,50,1.8205e-06
90,128,1000,50,1.8314000000000002e-06
100,128,1000,50,1.7994e-06
110,128,1000,50,1.8114000000000001e-06
120,128,1000,50,1.8194e-06
130,128,1000,50,1.8105e-06
140,128,1000,50,1.8154e-06
150,128,1000,50,1.8054000000000001e-06
160,128,1000,50,1.8164e-06
170,128,1000,50,1.8162999999999999e-06
180,128,1000,50,1.8054000000000001e-06
190,128,1000,50,1.8114000000000001e-06
